Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Player Link_,Player ID_,Competition
87,Thomas van den Belt,NED,MF,Feyenoord,22-204,2001,0.4,5.00,5.00,2.50,0.00,2.50,0.00,0.00,,0.00,7.50,0.00,7.50,2.50,7.50,2.50,0.00,https://fbref.com/en/players/a686ef30/Thomas-van-den-Belt,a686ef30,Eredivisie
88,Branco van den Boomen,NED,MF,Ajax,28-171,1995,6.9,1.16,0.87,0.43,0.58,0.14,0.58,1.88,30.8,1.30,1.74,0.43,1.30,0.43,1.59,1.16,0.14,https://fbref.com/en/players/99d660b2/Branco-van-den-Boomen,99d660b2,Eredivisie
89,Damian van der Haar,,DF,Zwolle,,,0.3,6.67,0.00,6.67,0.00,0.00,6.67,6.67,100.0,0.00,6.67,0.00,6.67,6.67,13.3,10.0,0.00,https://fbref.com/en/players/fb0346ad/Damian-van-der-Haar,fb0346ad,Eredivisie
90,Mike van der Hoorn,NED,DF,Utrecht,31-085,1992,7.3,1.37,0.68,0.96,0.41,0.00,1.10,1.51,72.7,0.41,0.96,0.14,0.82,0.82,2.19,3.42,0.00,https://fbref.com/en/players/25f50295/Mike-van-der-Hoorn,25f50295,Eredivisie
91,Djevencio van der Kust,SUR,DF,Sparta R'dam,22-253,2001,11.5,1.83,1.39,1.13,0.52,0.17,0.78,2.09,37.5,1.30,2.52,1.30,1.22,1.57,3.39,3.30,0.00,https://fbref.com/en/players/e276e3e6/Djevencio-van-der-Kust,e276e3e6,Eredivisie
92,Mark van der Maarel,NED,DF,Utrecht,34-149,1989,3.3,1.21,0.91,0.61,0.61,0.00,0.30,1.52,20.0,1.21,1.82,0.30,1.52,0.61,1.82,4.24,0.00,https://fbref.com/en/players/a31f9e95/Mark-van-der-Maarel,a31f9e95,Eredivisie
93,Anthony Descotte,BEL,FW,Utrecht,20-158,2003,2.1,1.43,1.43,0.00,0.48,0.95,0.48,1.43,33.3,0.95,1.43,0.00,1.43,0.48,1.90,0.00,0.00,https://fbref.com/en/players/0e67374f/Anthony-Descotte,0e67374f,Eredivisie
94,Sergiño Dest,USA,DF,PSV Eindhoven,23-066,2000,10.1,1.19,0.89,0.69,0.50,0.00,0.79,1.49,53.3,0.69,1.09,0.20,0.89,0.69,1.88,0.69,0.10,https://fbref.com/en/players/5976f83e/Sergino-Dest,5976f83e,Eredivisie
95,Mitchell Dijks,NED,DF,Fortuna Sittard,30-333,1993,9.4,2.23,1.28,1.60,0.43,0.21,1.70,2.45,69.6,0.74,0.85,0.11,0.74,0.64,2.87,1.81,0.00,https://fbref.com/en/players/0a3065c8/Mitchell-Dijks,0a3065c8,Eredivisie
96,Javairô Dilrosun,NED,"FW,MF",Feyenoord,25-200,1998,1.3,3.08,2.31,1.54,0.77,0.77,3.08,3.08,100.0,0.00,1.54,0.77,0.77,0.77,3.85,0.00,0.00,https://fbref.com/en/players/34a0f5ff/Javairo-Dilrosun,34a0f5ff,Eredivisie
97,Toni Domgjoni,KVX,MF,Vitesse,25-126,1998,3.4,2.06,1.18,0.59,0.59,0.88,0.88,2.06,42.9,1.18,1.18,0.00,1.18,0.88,2.94,2.65,0.00,https://fbref.com/en/players/ead51916/Toni-Domgjoni,ead51916,Eredivisie
98,Bas Dost,NED,FW,NEC Nijmegen,34-222,1989,5.1,0.39,0.00,0.20,0.00,0.20,0.00,0.39,0.0,0.39,0.00,0.00,0.00,0.20,0.59,1.37,0.00,https://fbref.com/en/players/dc90cfbe/Bas-Dost,dc90cfbe,Eredivisie
99,Achraf Douiri,NED,DF,Volendam,24-042,1999,1.4,3.57,2.14,2.86,0.71,0.00,2.86,4.29,66.7,1.43,0.00,0.00,0.00,1.43,5.00,2.14,0.00,https://fbref.com/en/players/e10e4a3e/Achraf-Douiri,e10e4a3e,Eredivisie
100,Anastasios Douvikas,GRE,FW,Utrecht,24-159,1999,2.0,0.50,0.50,0.00,0.50,0.00,0.50,2.00,25.0,1.50,0.50,0.00,0.50,0.00,0.50,0.00,0.00,https://fbref.com/en/players/853ca71c/Anastasios-Douvikas,853ca71c,Eredivisie
101,Bram van Driel,NED,"MF,DF",Volendam,18-225,2005,0.9,1.11,1.11,1.11,0.00,0.00,1.11,2.22,50.0,1.11,2.22,1.11,1.11,1.11,2.22,2.22,0.00,https://fbref.com/en/players/5c0a9af3/Bram-van-Driel,5c0a9af3,Eredivisie
102,Couhaib Driouech,MAR,"FW,MF",Excelsior,21-266,2002,12.5,1.52,1.28,0.72,0.72,0.08,0.56,2.56,21.9,2.00,2.08,0.24,1.84,0.80,2.32,1.20,0.00,https://fbref.com/en/players/66a2a495/Couhaib-Driouech,66a2a495,Eredivisie
103,Ferdy Druijf,NED,"FW,MF",Zwolle,25-330,1998,10.0,0.40,0.30,0.10,0.00,0.30,0.30,0.80,37.5,0.50,0.60,0.30,0.30,0.00,0.40,1.10,0.00,https://fbref.com/en/players/9ef884b1/Ferdy-Druijf,9ef884b1,Eredivisie
104,Deroy Duarte,CPV,MF,Fortuna Sittard,24-188,1999,15.4,2.60,1.43,1.04,1.36,0.19,1.23,2.40,51.4,1.17,0.91,0.13,0.78,0.84,3.44,1.62,0.00,https://fbref.com/en/players/6af8fc5b/Deroy-Duarte,6af8fc5b,Eredivisie
105,Lance Duijvestijn,NED,"MF,FW",Almere City,24-358,1999,5.0,1.00,0.60,0.40,0.20,0.40,0.60,3.20,18.8,2.60,1.00,0.20,0.80,0.60,1.60,0.40,0.00,https://fbref.com/en/players/a2a56c85/Lance-Duijvestijn,a2a56c85,Eredivisie
106,Oliver Edvardsen,NOR,"FW,MF",Go Ahead Eag,24-295,1999,13.5,1.33,0.52,0.44,0.59,0.30,0.52,2.15,24.1,1.63,1.04,0.15,0.89,0.74,2.07,1.19,0.00,https://fbref.com/en/players/b54b05e2/Oliver-Edvardsen,b54b05e2,Eredivisie
107,Victor Edvardsen,SWE,FW,Go Ahead Eag,27-359,1996,10.7,0.19,0.19,0.09,0.00,0.09,0.00,0.28,0.0,0.28,0.47,0.09,0.37,0.09,0.28,0.65,0.00,https://fbref.com/en/players/817f3a14/Victor-Edvardsen,817f3a14,Eredivisie
108,Espen van Ee,NED,"MF,FW",Heerenveen,20-187,2003,0.7,4.29,1.43,1.43,2.86,0.00,1.43,2.86,50.0,1.43,2.86,1.43,1.43,1.43,5.71,2.86,0.00,https://fbref.com/en/players/ad1a8248/Espen-van-Ee,ad1a8248,Eredivisie
109,Mike Eerdhuijzen,NED,"FW,MF",Sparta R'dam,23-179,2000,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,10.0,10.0,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7c0ade01/Mike-Eerdhuijzen,7c0ade01,Eredivisie
110,Mats Egbring,NED,DF,Vitesse,17-113,2006,0.5,2.00,2.00,2.00,0.00,0.00,2.00,6.00,33.3,4.00,4.00,0.00,4.00,8.00,10.0,4.00,0.00,https://fbref.com/en/players/a1cce7ea/Mats-Egbring,a1cce7ea,Eredivisie
111,Carel Eiting,NED,MF,Twente,25-331,1998,3.1,2.58,0.65,0.97,1.61,0.00,1.29,2.26,57.1,0.97,0.65,0.00,0.65,0.97,3.55,2.58,0.00,https://fbref.com/en/players/a1c5b23e/Carel-Eiting,a1c5b23e,Eredivisie
112,Hamza el Dahri,NED,MF,Sparta R'dam,18-309,2005,0.1,10.0,10.0,0.00,10.0,0.00,10.0,10.0,100.0,0.00,10.0,0.00,10.0,0.00,10.0,0.00,0.00,https://fbref.com/en/players/72b08acc/Hamza-el-Dahri,72b08acc,Eredivisie
113,Mario Engels,GER,"FW,MF",Heracles Almelo,30-078,1993,10.8,0.56,0.37,0.37,0.09,0.09,0.09,0.46,20.0,0.37,0.28,0.00,0.28,0.00,0.56,0.74,0.00,https://fbref.com/en/players/123de70e/Mario-Engels,123de70e,Eredivisie
114,Marcelencio Esajas,NED,"MF,FW",Almere City,21-212,2002,0.4,2.50,2.50,2.50,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,https://fbref.com/en/players/a50c97e3/Marcelencio-Esajas,a50c97e3,Eredivisie
115,Kevin Felida,CUW,MF,RKC Waalwijk,24-058,1999,4.7,2.98,2.55,1.70,1.06,0.21,0.64,1.49,42.9,0.85,1.28,0.43,0.85,1.28,4.26,1.06,0.00,https://fbref.com/en/players/20f6dec7/Kevin-Felida,20f6dec7,Eredivisie
116,Arianit Ferati,KVX,MF,Fortuna Sittard,26-123,1997,3.1,1.29,0.65,0.32,0.97,0.00,0.97,2.58,37.5,1.61,1.29,0.00,1.29,1.29,2.58,1.61,0.00,https://fbref.com/en/players/b98b99e8/Arianit-Ferati,b98b99e8,Eredivisie
117,Derensili Fernandes,NED,FW,Excelsior,22-225,2001,6.5,0.92,0.46,0.62,0.15,0.15,0.46,1.38,33.3,0.92,1.08,0.00,1.08,0.92,1.85,0.31,0.00,https://fbref.com/en/players/6a80ca26/Derensili-Fernandes,6a80ca26,Eredivisie
118,Rashaan Fernandes,NED,"FW,MF",Go Ahead Eag,25-132,1998,0.4,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.0,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/1673ce40/Rashaan-Fernandes,1673ce40,Eredivisie
119,Nick Fichtinger,,MF,Zwolle,,,0.3,3.33,3.33,0.00,3.33,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,3.33,6.67,0.00,0.00,https://fbref.com/en/players/7a09122b/Nick-Fichtinger,7a09122b,Eredivisie
120,Ezechiel Fiemawhle,,"MF,FW",Volendam,,,0.4,2.50,0.00,2.50,0.00,0.00,2.50,2.50,100.0,0.00,2.50,0.00,2.50,0.00,2.50,2.50,0.00,https://fbref.com/en/players/35e25ac0/Ezechiel-Fiemawhle,35e25ac0,Eredivisie
121,Kian Fitz-Jim,NED,MF,Excelsior,20-187,2003,4.4,2.73,2.05,0.45,1.59,0.68,0.68,2.95,23.1,2.27,0.68,0.00,0.68,1.14,3.86,1.36,0.00,https://fbref.com/en/players/d4c6ba22/Kian-Fitz-Jim,d4c6ba22,Eredivisie
122,Ryan Flamingo,NED,"DF,MF",Utrecht,21-008,2002,13.3,1.65,1.28,1.28,0.23,0.15,1.28,2.03,63.0,0.75,1.13,0.23,0.90,0.75,2.41,4.21,0.00,https://fbref.com/en/players/1787acb3/Ryan-Flamingo,1787acb3,Eredivisie
123,Josh Flint,ENG,DF,Volendam,23-087,2000,11.3,2.04,1.24,1.42,0.53,0.09,1.42,1.95,72.7,0.53,1.50,0.88,0.62,1.50,3.54,5.75,0.09,https://fbref.com/en/players/e26a9a17/Josh-Flint,e26a9a17,Eredivisie
124,Sherel Floranus,CUW,DF,Almere City,25-138,1998,11.5,1.74,1.13,1.13,0.43,0.17,1.22,2.43,50.0,1.22,1.22,0.35,0.87,1.30,3.04,1.65,0.09,https://fbref.com/en/players/5ad49fbb/Sherel-Floranus,5ad49fbb,Eredivisie
125,Fodé Fofana,NED,FW,Vitesse,21-074,2002,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a5e96355/Fode-Fofana,a5e96355,Eredivisie
126,Sadik Fofana,TOG,DF,Fortuna Sittard,20-237,2003,3.0,2.00,1.00,1.67,0.33,0.00,0.67,1.33,50.0,0.67,1.33,1.33,0.00,0.33,2.33,3.00,0.00,https://fbref.com/en/players/9ed58e6b/Sadik-Fofana,9ed58e6b,Eredivisie
127,Anthony Fontana,USA,MF,Zwolle,24-086,1999,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,https://fbref.com/en/players/1f34358e/Anthony-Fontana,1f34358e,Eredivisie
128,Carlos Forbs,POR,FW,Ajax,19-295,2004,6.4,2.03,1.41,0.78,0.94,0.31,1.09,2.19,50.0,1.09,1.25,0.00,1.25,0.16,2.19,0.31,0.00,https://fbref.com/en/players/8a310070/Carlos-Forbs,8a310070,Eredivisie
129,Oscar Fraulo,DEN,MF,Utrecht,20-033,2003,10.1,1.78,0.99,0.40,1.19,0.20,0.69,1.68,41.2,0.99,0.69,0.50,0.20,0.59,2.38,2.08,0.10,https://fbref.com/en/players/458e3479/Oscar-Fraulo,458e3479,Eredivisie
130,Anton Gaaei,DEN,DF,Ajax,21-050,2002,7.6,2.37,1.71,1.58,0.53,0.26,1.05,1.45,72.7,0.39,1.32,0.26,1.05,1.71,4.08,2.37,0.13,https://fbref.com/en/players/6f7d7bc2/Anton-Gaaei,6f7d7bc2,Eredivisie
131,Juriën Gaari,CUW,DF,RKC Waalwijk,30-016,1993,8.3,1.93,1.33,1.20,0.72,0.00,1.45,2.17,66.7,0.72,0.72,0.36,0.36,0.84,2.77,2.41,0.24,https://fbref.com/en/players/bf7a9d1a/Jurien-Gaari,bf7a9d1a,Eredivisie
132,Anselmo García MacNulty,IRL,DF,Zwolle,20-323,2003,11.8,3.64,2.37,2.63,0.76,0.25,2.54,4.24,60.0,1.69,1.10,0.42,0.68,1.10,4.75,3.22,0.00,https://fbref.com/en/players/d65be685/Anselmo-Garcia-MacNulty,d65be685,Eredivisie
133,Stijn van Gassel,NED,GK,Excelsior,27-082,1996,16.0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.0,0.06,0.06,0.00,0.06,0.00,0.00,0.19,0.06,https://fbref.com/en/players/af72ff2d/Stijn-van-Gassel,af72ff2d,Eredivisie
134,Lutsharel Geertruida,NED,DF,Feyenoord,23-174,2000,15.9,1.45,0.88,0.82,0.50,0.13,0.63,0.88,71.4,0.25,0.75,0.13,0.63,1.07,2.52,0.94,0.06,https://fbref.com/en/players/242e1043/Lutsharel-Geertruida,242e1043,Eredivisie
135,Anwar El Ghazi,NED,FW,PSV Eindhoven,28-250,1995,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/ffa90327/Anwar-El-Ghazi,ffa90327,Eredivisie
136,Santiago Giménez,MEX,FW,Feyenoord,22-265,2001,14.3,0.35,0.07,0.07,0.14,0.14,0.07,0.35,20.0,0.28,0.42,0.00,0.42,0.00,0.35,0.35,0.00,https://fbref.com/en/players/37337aea/Santiago-Gimenez,37337aea,Eredivisie
137,Marco van Ginkel,NED,"MF,FW",Vitesse,31-038,1992,13.4,0.60,0.30,0.30,0.15,0.15,0.15,0.52,28.6,0.37,0.97,0.30,0.67,0.15,0.75,1.49,0.00,https://fbref.com/en/players/47681787/Marco-van-Ginkel,47681787,Eredivisie
138,Paul Gladon,NED,FW,Fortuna Sittard,31-296,1992,1.9,0.53,0.53,0.00,0.53,0.00,0.00,0.53,0.0,0.53,0.53,0.00,0.53,0.00,0.53,1.58,0.00,https://fbref.com/en/players/326e96ff/Paul-Gladon,326e96ff,Eredivisie
139,Mika Godts,BEL,"FW,MF",Ajax,18-215,2005,0.9,2.22,1.11,1.11,1.11,0.00,2.22,3.33,66.7,1.11,2.22,0.00,2.22,0.00,2.22,0.00,0.00,https://fbref.com/en/players/da84230f/Mika-Godts,da84230f,Eredivisie
140,Wouter Goes,NED,DF,AZ Alkmaar,19-212,2004,2.1,0.95,0.95,0.95,0.00,0.00,0.95,1.90,50.0,0.95,0.95,0.95,0.00,0.95,1.90,4.29,0.00,https://fbref.com/en/players/a65fd9ac/Wouter-Goes,a65fd9ac,Eredivisie
141,Roberto González,ESP,"FW,MF",NEC Nijmegen,23-002,2001,5.7,1.58,0.70,0.88,0.53,0.18,0.35,1.75,20.0,1.40,1.05,0.18,0.88,0.35,1.93,0.88,0.00,https://fbref.com/en/players/56545648/Roberto-Gonzalez,56545648,Eredivisie
142,Jay Gorter,NED,GK,Ajax,23-223,2000,7.4,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.0,0.27,0.14,0.00,0.14,0.00,0.00,0.54,0.14,https://fbref.com/en/players/e0ee850b/Jay-Gorter,e0ee850b,Eredivisie
143,Kenzo Goudmijn,NED,MF,AZ Alkmaar,22-021,2001,2.7,2.96,0.74,0.74,2.22,0.00,1.48,4.07,36.4,2.59,0.37,0.00,0.37,0.37,3.33,0.74,0.00,https://fbref.com/en/players/94eafdc4/Kenzo-Goudmijn,94eafdc4,Eredivisie
144,Iman Griffith,NED,FW,Fortuna Sittard,22-037,2001,2.1,1.90,1.43,0.00,0.95,0.95,0.48,3.33,14.3,2.86,0.95,0.48,0.48,0.95,2.86,0.48,0.00,https://fbref.com/en/players/b27beec7/Iman-Griffith,b27beec7,Eredivisie
145,Rodrigo Guth,BRA,DF,Fortuna Sittard,23-059,2000,14.9,1.41,0.74,0.94,0.40,0.07,0.87,1.28,68.4,0.40,1.54,1.01,0.54,0.94,2.35,3.89,0.07,https://fbref.com/en/players/cb1916e0/Rodrigo-Guth,cb1916e0,Eredivisie
146,Jonathan de Guzmán,NED,MF,Sparta R'dam,36-117,1987,13.8,1.16,0.43,0.43,0.72,0.00,0.65,1.81,36.0,1.16,1.52,0.65,0.87,1.01,2.17,2.03,0.00,https://fbref.com/en/players/1bcca8b8/Jonathan-de-Guzman,1bcca8b8,Eredivisie
147,Milan de Haan,NED,MF,Volendam,20-049,2003,13.1,2.29,1.45,1.07,0.84,0.38,0.92,2.60,35.3,1.68,1.30,0.31,0.99,0.46,2.75,1.91,0.00,https://fbref.com/en/players/79013b3d/Milan-de-Haan,79013b3d,Eredivisie
148,Alen Halilović,CRO,MF,Fortuna Sittard,27-204,1996,14.7,0.82,0.48,0.34,0.34,0.14,0.61,1.02,60.0,0.41,0.82,0.14,0.68,0.27,1.09,0.20,0.00,https://fbref.com/en/players/a6b9bd00/Alen-Halilovic,a6b9bd00,Eredivisie
149,Denzel Hall,NED,DF,Heerenveen,22-231,2001,3.5,2.86,1.43,2.57,0.00,0.29,0.86,0.86,100.0,0.00,0.00,0.00,0.00,1.43,4.29,2.86,0.00,https://fbref.com/en/players/99cad471/Denzel-Hall,99cad471,Eredivisie
150,Saïd Hamulic,BIH,FW,Vitesse,23-057,2000,7.9,0.63,0.51,0.13,0.13,0.38,0.25,0.63,40.0,0.38,0.25,0.00,0.25,0.25,0.89,0.38,0.00,https://fbref.com/en/players/52cd0e88/Said-Hamulic,52cd0e88,Eredivisie
151,Dávid Hancko,SVK,DF,Feyenoord,26-026,1997,16.0,1.06,0.75,0.69,0.31,0.06,0.69,1.19,57.9,0.50,0.81,0.69,0.13,0.69,1.75,2.94,0.00,https://fbref.com/en/players/4fac8f81/David-Hancko,4fac8f81,Eredivisie
152,Kornelius Hansen,NOR,FW,Almere City,22-247,2001,7.0,0.29,0.14,0.14,0.14,0.00,0.14,1.14,12.5,1.00,0.71,0.00,0.71,0.00,0.29,0.43,0.00,https://fbref.com/en/players/a7273643/Kornelius-Hansen,a7273643,Eredivisie
153,Sontje Hansen,NED,FW,NEC Nijmegen,21-241,2002,11.5,1.39,0.61,0.43,0.52,0.43,0.61,1.48,41.2,0.87,1.04,0.00,1.04,0.35,1.74,0.70,0.00,https://fbref.com/en/players/70bad10b/Sontje-Hansen,70bad10b,Eredivisie
154,Emil Hansson,SWE,"FW,MF",Heracles Almelo,25-207,1998,14.9,0.67,0.27,0.34,0.07,0.27,0.40,1.61,25.0,1.21,0.27,0.00,0.27,0.07,0.74,0.81,0.00,https://fbref.com/en/players/0b1e3c10/Emil-Hansson,0b1e3c10,Eredivisie
155,Lennard Hartjes,NED,MF,Excelsior,20-276,2003,1.0,3.00,2.00,1.00,2.00,0.00,1.00,3.00,33.3,2.00,3.00,0.00,3.00,1.00,4.00,0.00,0.00,https://fbref.com/en/players/6f8a0bc9/Lennard-Hartjes,6f8a0bc9,Eredivisie
156,Quilindschy Hartman,NED,DF,Feyenoord,22-055,2001,13.4,1.57,0.82,0.67,0.82,0.07,0.52,1.49,35.0,0.97,0.90,0.07,0.82,1.27,2.84,1.04,0.00,https://fbref.com/en/players/39e1138f/Quilindschy-Hartman,39e1138f,Eredivisie
157,Jorrel Hato,NED,DF,Ajax,17-307,2006,16.0,2.13,1.31,1.06,0.75,0.31,0.81,1.44,56.5,0.63,2.31,1.13,1.19,1.44,3.56,3.00,0.00,https://fbref.com/en/players/bde35051/Jorrel-Hato,bde35051,Eredivisie
158,Pantelis Hatzidiakos,GRE,DF,AZ Alkmaar,26-355,1997,2.0,1.00,0.50,1.00,0.00,0.00,0.50,0.50,100.0,0.00,0.50,0.00,0.50,0.50,1.50,3.00,0.00,https://fbref.com/en/players/78a3c38e/Pantelis-Hatzidiakos,78a3c38e,Eredivisie
159,Thom Haye,NED,MF,Heerenveen,28-333,1995,13.9,1.58,1.08,0.43,0.94,0.22,0.86,1.73,50.0,0.86,1.08,0.14,0.94,1.01,2.59,1.65,0.00,https://fbref.com/en/players/1d110865/Thom-Haye,1d110865,Eredivisie
160,Ramon Hendriks,NED,DF,Vitesse,22-174,2001,12.4,1.61,0.81,0.97,0.56,0.08,0.81,1.21,66.7,0.40,1.29,0.97,0.32,0.89,2.50,2.98,0.00,https://fbref.com/en/players/5a28ad23/Ramon-Hendriks,5a28ad23,Eredivisie
161,Mees Hilgers,NED,DF,Twente,22-240,2001,12.1,1.82,1.07,1.16,0.66,0.00,1.07,1.98,54.2,0.91,0.91,0.33,0.58,0.91,2.73,2.23,0.00,https://fbref.com/en/players/4eb00fda/Mees-Hilgers,4eb00fda,Eredivisie
162,Bart van Hintum,NED,DF,Zwolle,36-357,1987,2.0,3.00,1.50,1.50,1.00,0.50,2.00,3.00,66.7,1.00,0.50,0.00,0.50,3.00,6.00,4.00,0.00,https://fbref.com/en/players/918e20ed/Bart-van-Hintum,918e20ed,Eredivisie
163,Mees Hoedemakers,NED,"MF,FW",NEC Nijmegen,25-324,1998,6.0,3.00,2.50,1.17,1.33,0.50,2.50,4.50,55.6,2.00,2.00,0.33,1.67,1.17,4.17,1.83,0.00,https://fbref.com/en/players/0914806a/Mees-Hoedemakers,0914806a,Eredivisie
164,Quincy Hoeve,BOE,"FW,MF",Volendam,20-280,2003,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.0,0.91,0.00,0.00,0.00,0.00,0.00,0.91,0.00,https://fbref.com/en/players/0a50f0da/Quincy-Hoeve,0a50f0da,Eredivisie
165,Justin Hoogma,NED,DF,Heracles Almelo,25-211,1998,13.2,1.44,0.98,0.98,0.23,0.23,1.06,1.44,73.7,0.38,1.29,0.91,0.38,0.68,2.12,3.03,0.00,https://fbref.com/en/players/816192f0/Justin-Hoogma,816192f0,Eredivisie
166,Siebe Horemans,BEL,DF,Excelsior,25-220,1998,15.8,3.42,2.15,2.09,1.20,0.13,2.41,3.61,66.7,1.20,1.65,0.32,1.33,1.71,5.13,3.99,0.00,https://fbref.com/en/players/025190a5/Siebe-Horemans,025190a5,Eredivisie
167,Jizz Hornkamp,NED,FW,Heracles Almelo,25-307,1998,0.5,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.0,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/862a72ea/Jizz-Hornkamp,862a72ea,Eredivisie
168,Jeroen Houwen,NED,GK,RKC Waalwijk,27-324,1996,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,https://fbref.com/en/players/6d8ec266/Jeroen-Houwen,6d8ec266,Eredivisie
169,Dean Huiberts,NED,"MF,DF",Zwolle,23-237,2000,0.9,2.22,2.22,0.00,1.11,1.11,1.11,6.67,16.7,5.56,2.22,0.00,2.22,3.33,5.56,1.11,0.00,https://fbref.com/en/players/f5649337/Dean-Huiberts,f5649337,Eredivisie
170,Younes Taha El Idrissi,MAR,"FW,MF",Twente,,,2.4,3.33,2.50,0.83,1.67,0.83,2.50,4.58,54.5,2.08,0.83,0.00,0.83,0.00,3.33,1.25,0.00,https://fbref.com/en/players/2b10cb1d/Younes-Taha-El-Idrissi,2b10cb1d,Eredivisie
171,Zidane Iqbal,IRQ,MF,Utrecht,20-256,2003,0.5,6.00,4.00,4.00,2.00,0.00,4.00,6.00,66.7,2.00,0.00,0.00,0.00,0.00,6.00,2.00,0.00,https://fbref.com/en/players/6fa3c28e/Zidane-Iqbal,6fa3c28e,Eredivisie
172,Nicolas Isimat-Mirin,FRA,DF,Vitesse,32-054,1991,12.7,1.50,1.10,1.10,0.39,0.00,0.47,1.26,37.5,0.79,1.73,1.10,0.63,1.26,2.76,5.43,0.00,https://fbref.com/en/players/14e8e9d7/Nicolas-Isimat-Mirin,14e8e9d7,Eredivisie
173,Luka Ivanušec,CRO,FW,Feyenoord,25-043,1998,5.9,1.69,1.36,0.51,0.68,0.51,0.68,1.69,40.0,1.02,1.02,0.00,1.02,0.34,2.03,0.34,0.00,https://fbref.com/en/players/29fbdc88/Luka-Ivanusec,29fbdc88,Eredivisie
